date,site,value
2021-10-01T00:00:00,ARG Batang Cenaku,99
2021-11-01T00:00:00,ARG Batang Cenaku,99
2021-12-01T00:00:00,ARG Batang Cenaku,98
2022-01-01T00:00:00,ARG Batang Cenaku,96
2022-02-01T00:00:00,ARG Batang Cenaku,98
2022-03-01T00:00:00,ARG Batang Cenaku,100
2022-04-01T00:00:00,ARG Batang Cenaku,99
2022-05-01T00:00:00,ARG Batang Cenaku,99
2022-06-01T00:00:00,ARG Batang Cenaku,100
2022-07-01T00:00:00,ARG Batang Cenaku,98
2022-08-01T00:00:00,ARG Batang Cenaku,99
2022-09-01T00:00:00,ARG Batang Cenaku,99
2022-10-01T00:00:00,ARG Batang Cenaku,99
2022-11-01T00:00:00,ARG Batang Cenaku,100
2022-12-01T00:00:00,ARG Batang Cenaku,99
2023-01-01T00:00:00,ARG Batang Cenaku,98
2023-02-01T00:00:00,ARG Batang Cenaku,99
2023-03-01T00:00:00,ARG Batang Cenaku,96
2023-04-01T00:00:00,ARG Batang Cenaku,100
2023-05-01T00:00:00,ARG Batang Cenaku,99
2023-06-01T00:00:00,ARG Batang Cenaku,100
2023-07-01T00:00:00,ARG Batang Cenaku,99
2023-08-01T00:00:00,ARG Batang Cenaku,96
2023-09-01T00:00:00,ARG Batang Cenaku,98
2023-10-01T00:00:00,ARG Batang Cenaku,99
2023-11-01T00:00:00,ARG Batang Cenaku,94
2023-12-01T00:00:00,ARG Batang Cenaku,36
2024-01-01T00:00:00,ARG Batang Cenaku,15
2024-02-01T00:00:00,ARG Batang Cenaku,12
2024-03-01T00:00:00,ARG Batang Cenaku,12
2024-04-01T00:00:00,ARG Batang Cenaku,15
2024-05-01T00:00:00,ARG Batang Cenaku,36
2024-06-01T00:00:00,ARG Batang Cenaku,41
2024-07-01T00:00:00,ARG Batang Cenaku,38
2024-08-01T00:00:00,ARG Batang Cenaku,42
2024-09-01T00:00:00,ARG Batang Cenaku,63
2024-10-01T00:00:00,ARG Batang Cenaku,64
2024-11-01T00:00:00,ARG Batang Cenaku,56
2024-12-01T00:00:00,ARG Batang Cenaku,49
2025-01-01T00:00:00,ARG Batang Cenaku,95
2025-02-01T00:00:00,ARG Batang Cenaku,99
2025-03-01T00:00:00,ARG Batang Cenaku,90
2025-04-01T00:00:00,ARG Batang Cenaku,9
2025-05-01T00:00:00,ARG Batang Cenaku,99
2025-06-01T00:00:00,ARG Batang Cenaku,85
2025-07-01T00:00:00,ARG Batang Cenaku,98
2025-08-01T00:00:00,ARG Batang Cenaku,84
2025-09-01T00:00:00,ARG Batang Cenaku,80
2025-10-01T00:00:00,ARG Batang Cenaku,99
2025-11-01T00:00:00,ARG Batang Cenaku,0
2025-12-01T00:00:00,ARG Batang Cenaku,0
2026-01-01T00:00:00,ARG Batang Cenaku,0
2021-02-01T00:00:00,ARG Dumai Timur,100
2021-03-01T00:00:00,ARG Dumai Timur,100
2021-04-01T00:00:00,ARG Dumai Timur,89
2021-05-01T00:00:00,ARG Dumai Timur,98
2021-06-01T00:00:00,ARG Dumai Timur,100
2021-07-01T00:00:00,ARG Dumai Timur,93
2021-08-01T00:00:00,ARG Dumai Timur,85
2021-09-01T00:00:00,ARG Dumai Timur,99
2021-10-01T00:00:00,ARG Dumai Timur,99
2021-11-01T00:00:00,ARG Dumai Timur,99
2021-12-01T00:00:00,ARG Dumai Timur,100
2022-01-01T00:00:00,ARG Dumai Timur,96
2022-02-01T00:00:00,ARG Dumai Timur,99
2022-03-01T00:00:00,ARG Dumai Timur,100
2022-04-01T00:00:00,ARG Dumai Timur,100
2022-05-01T00:00:00,ARG Dumai Timur,99
2022-06-01T00:00:00,ARG Dumai Timur,100
2022-07-01T00:00:00,ARG Dumai Timur,98
2022-08-01T00:00:00,ARG Dumai Timur,99
2022-09-01T00:00:00,ARG Dumai Timur,99
2022-10-01T00:00:00,ARG Dumai Timur,99
2022-11-01T00:00:00,ARG Dumai Timur,100
2022-12-01T00:00:00,ARG Dumai Timur,49
2023-01-01T00:00:00,ARG Dumai Timur,92
2023-02-01T00:00:00,ARG Dumai Timur,99
2023-03-01T00:00:00,ARG Dumai Timur,98
2023-04-01T00:00:00,ARG Dumai Timur,99
2023-05-01T00:00:00,ARG Dumai Timur,99
2023-06-01T00:00:00,ARG Dumai Timur,100
2023-07-01T00:00:00,ARG Dumai Timur,100
2023-08-01T00:00:00,ARG Dumai Timur,96
2023-09-01T00:00:00,ARG Dumai Timur,98
2023-10-01T00:00:00,ARG Dumai Timur,99
2023-11-01T00:00:00,ARG Dumai Timur,97
2023-12-01T00:00:00,ARG Dumai Timur,99
2024-01-01T00:00:00,ARG Dumai Timur,94
2024-02-01T00:00:00,ARG Dumai Timur,100
2024-03-01T00:00:00,ARG Dumai Timur,100
2024-04-01T00:00:00,ARG Dumai Timur,99
2024-05-01T00:00:00,ARG Dumai Timur,100
2024-06-01T00:00:00,ARG Dumai Timur,100
2024-07-01T00:00:00,ARG Dumai Timur,100
2024-08-01T00:00:00,ARG Dumai Timur,100
2024-09-01T00:00:00,ARG Dumai Timur,100
2024-10-01T00:00:00,ARG Dumai Timur,99
2024-11-01T00:00:00,ARG Dumai Timur,100
2024-12-01T00:00:00,ARG Dumai Timur,94
2025-01-01T00:00:00,ARG Dumai Timur,68
2025-02-01T00:00:00,ARG Dumai Timur,100
2025-03-01T00:00:00,ARG Dumai Timur,100
2025-04-01T00:00:00,ARG Dumai Timur,100
2025-05-01T00:00:00,ARG Dumai Timur,100
2025-06-01T00:00:00,ARG Dumai Timur,100
2025-07-01T00:00:00,ARG Dumai Timur,100
2025-08-01T00:00:00,ARG Dumai Timur,100
2025-09-01T00:00:00,ARG Dumai Timur,100
2025-10-01T00:00:00,ARG Dumai Timur,100
2025-11-01T00:00:00,ARG Dumai Timur,0
2025-12-01T00:00:00,ARG Dumai Timur,0
2026-01-01T00:00:00,ARG Dumai Timur,0
2021-02-01T00:00:00,ARG SMPK Bunga Raya,100
2021-03-01T00:00:00,ARG SMPK Bunga Raya,100
2021-04-01T00:00:00,ARG SMPK Bunga Raya,90
2021-05-01T00:00:00,ARG SMPK Bunga Raya,100
2021-06-01T00:00:00,ARG SMPK Bunga Raya,100
2021-07-01T00:00:00,ARG SMPK Bunga Raya,93
2021-08-01T00:00:00,ARG SMPK Bunga Raya,85
2021-09-01T00:00:00,ARG SMPK Bunga Raya,99
2021-10-01T00:00:00,ARG SMPK Bunga Raya,99
2021-11-01T00:00:00,ARG SMPK Bunga Raya,99
2021-12-01T00:00:00,ARG SMPK Bunga Raya,100
2022-01-01T00:00:00,ARG SMPK Bunga Raya,98
2022-02-01T00:00:00,ARG SMPK Bunga Raya,99
2022-03-01T00:00:00,ARG SMPK Bunga Raya,100
2022-04-01T00:00:00,ARG SMPK Bunga Raya,100
2022-05-01T00:00:00,ARG SMPK Bunga Raya,99
2022-06-01T00:00:00,ARG SMPK Bunga Raya,100
2022-07-01T00:00:00,ARG SMPK Bunga Raya,98
2022-08-01T00:00:00,ARG SMPK Bunga Raya,99
2022-09-01T00:00:00,ARG SMPK Bunga Raya,99
2022-10-01T00:00:00,ARG SMPK Bunga Raya,99
2022-11-01T00:00:00,ARG SMPK Bunga Raya,100
2022-12-01T00:00:00,ARG SMPK Bunga Raya,98
2023-01-01T00:00:00,ARG SMPK Bunga Raya,99
2023-02-01T00:00:00,ARG SMPK Bunga Raya,100
2023-03-01T00:00:00,ARG SMPK Bunga Raya,95
2023-04-01T00:00:00,ARG SMPK Bunga Raya,99
2023-05-01T00:00:00,ARG SMPK Bunga Raya,99
2023-06-01T00:00:00,ARG SMPK Bunga Raya,99
2023-07-01T00:00:00,ARG SMPK Bunga Raya,97
2023-08-01T00:00:00,ARG SMPK Bunga Raya,64
2023-09-01T00:00:00,ARG SMPK Bunga Raya,95
2023-10-01T00:00:00,ARG SMPK Bunga Raya,99
2023-11-01T00:00:00,ARG SMPK Bunga Raya,100
2023-12-01T00:00:00,ARG SMPK Bunga Raya,99
2024-01-01T00:00:00,ARG SMPK Bunga Raya,98
2024-02-01T00:00:00,ARG SMPK Bunga Raya,99
2024-03-01T00:00:00,ARG SMPK Bunga Raya,98
2024-04-01T00:00:00,ARG SMPK Bunga Raya,100
2024-05-01T00:00:00,ARG SMPK Bunga Raya,100
2024-06-01T00:00:00,ARG SMPK Bunga Raya,99
2024-07-01T00:00:00,ARG SMPK Bunga Raya,90
2024-08-01T00:00:00,ARG SMPK Bunga Raya,100
2024-09-01T00:00:00,ARG SMPK Bunga Raya,99
2024-10-01T00:00:00,ARG SMPK Bunga Raya,91
2024-11-01T00:00:00,ARG SMPK Bunga Raya,100
2024-12-01T00:00:00,ARG SMPK Bunga Raya,99
2025-01-01T00:00:00,ARG SMPK Bunga Raya,100
2025-02-01T00:00:00,ARG SMPK Bunga Raya,100
2025-03-01T00:00:00,ARG SMPK Bunga Raya,100
2025-04-01T00:00:00,ARG SMPK Bunga Raya,100
2025-05-01T00:00:00,ARG SMPK Bunga Raya,100
2025-06-01T00:00:00,ARG SMPK Bunga Raya,100
2025-07-01T00:00:00,ARG SMPK Bunga Raya,100
2025-08-01T00:00:00,ARG SMPK Bunga Raya,100
2025-09-01T00:00:00,ARG SMPK Bunga Raya,100
2025-10-01T00:00:00,ARG SMPK Bunga Raya,100
2025-11-01T00:00:00,ARG SMPK Bunga Raya,0
2025-12-01T00:00:00,ARG SMPK Bunga Raya,0
2026-01-01T00:00:00,ARG SMPK Bunga Raya,0
2021-02-01T00:00:00,ARG BPP Rumbai Timur,93
2021-03-01T00:00:00,ARG BPP Rumbai Timur,87
2021-04-01T00:00:00,ARG BPP Rumbai Timur,68
2021-05-01T00:00:00,ARG BPP Rumbai Timur,86
2021-06-01T00:00:00,ARG BPP Rumbai Timur,96
2021-07-01T00:00:00,ARG BPP Rumbai Timur,91
2021-08-01T00:00:00,ARG BPP Rumbai Timur,85
2021-09-01T00:00:00,ARG BPP Rumbai Timur,96
2021-10-01T00:00:00,ARG BPP Rumbai Timur,96
2021-11-01T00:00:00,ARG BPP Rumbai Timur,95
2021-12-01T00:00:00,ARG BPP Rumbai Timur,95
2022-01-01T00:00:00,ARG BPP Rumbai Timur,93
2022-02-01T00:00:00,ARG BPP Rumbai Timur,95
2022-03-01T00:00:00,ARG BPP Rumbai Timur,98
2022-04-01T00:00:00,ARG BPP Rumbai Timur,97
2022-05-01T00:00:00,ARG BPP Rumbai Timur,97
2022-06-01T00:00:00,ARG BPP Rumbai Timur,95
2022-07-01T00:00:00,ARG BPP Rumbai Timur,90
2022-08-01T00:00:00,ARG BPP Rumbai Timur,87
2022-09-01T00:00:00,ARG BPP Rumbai Timur,95
2022-10-01T00:00:00,ARG BPP Rumbai Timur,97
2022-11-01T00:00:00,ARG BPP Rumbai Timur,98
2022-12-01T00:00:00,ARG BPP Rumbai Timur,92
2023-01-01T00:00:00,ARG BPP Rumbai Timur,76
2023-02-01T00:00:00,ARG BPP Rumbai Timur,51
2023-03-01T00:00:00,ARG BPP Rumbai Timur,64
2023-04-01T00:00:00,ARG BPP Rumbai Timur,21
2023-05-01T00:00:00,ARG BPP Rumbai Timur,24
2023-06-01T00:00:00,ARG BPP Rumbai Timur,18
2023-07-01T00:00:00,ARG BPP Rumbai Timur,24
2023-08-01T00:00:00,ARG BPP Rumbai Timur,7
2023-09-01T00:00:00,ARG BPP Rumbai Timur,9
2023-10-01T00:00:00,ARG BPP Rumbai Timur,10
2023-11-01T00:00:00,ARG BPP Rumbai Timur,8
2023-12-01T00:00:00,ARG BPP Rumbai Timur,34
2024-01-01T00:00:00,ARG BPP Rumbai Timur,19
2024-02-01T00:00:00,ARG BPP Rumbai Timur,24
2024-03-01T00:00:00,ARG BPP Rumbai Timur,42
2024-04-01T00:00:00,ARG BPP Rumbai Timur,26
2024-05-01T00:00:00,ARG BPP Rumbai Timur,30
2024-06-01T00:00:00,ARG BPP Rumbai Timur,14
2024-07-01T00:00:00,ARG BPP Rumbai Timur,6
2024-08-01T00:00:00,ARG BPP Rumbai Timur,13
2024-09-01T00:00:00,ARG BPP Rumbai Timur,3
2024-10-01T00:00:00,ARG BPP Rumbai Timur,0
2024-11-01T00:00:00,ARG BPP Rumbai Timur,76
2024-12-01T00:00:00,ARG BPP Rumbai Timur,100
2025-01-01T00:00:00,ARG BPP Rumbai Timur,100
2025-02-01T00:00:00,ARG BPP Rumbai Timur,96
2025-03-01T00:00:00,ARG BPP Rumbai Timur,100
2025-04-01T00:00:00,ARG BPP Rumbai Timur,85
2025-05-01T00:00:00,ARG BPP Rumbai Timur,45
2025-06-01T00:00:00,ARG BPP Rumbai Timur,100
2025-07-01T00:00:00,ARG BPP Rumbai Timur,100
2025-08-01T00:00:00,ARG BPP Rumbai Timur,100
2025-09-01T00:00:00,ARG BPP Rumbai Timur,100
2025-10-01T00:00:00,ARG BPP Rumbai Timur,98
2025-11-01T00:00:00,ARG BPP Rumbai Timur,0
2025-12-01T00:00:00,ARG BPP Rumbai Timur,0
2026-01-01T00:00:00,ARG BPP Rumbai Timur,0
2021-02-01T00:00:00,ARG BPP Kampar Kiri,74
2021-03-01T00:00:00,ARG BPP Kampar Kiri,66
2021-04-01T00:00:00,ARG BPP Kampar Kiri,61
2021-05-01T00:00:00,ARG BPP Kampar Kiri,83
2021-06-01T00:00:00,ARG BPP Kampar Kiri,92
2021-07-01T00:00:00,ARG BPP Kampar Kiri,80
2021-08-01T00:00:00,ARG BPP Kampar Kiri,71
2021-09-01T00:00:00,ARG BPP Kampar Kiri,84
2021-10-01T00:00:00,ARG BPP Kampar Kiri,76
2021-11-01T00:00:00,ARG BPP Kampar Kiri,86
2021-12-01T00:00:00,ARG BPP Kampar Kiri,90
2022-01-01T00:00:00,ARG BPP Kampar Kiri,88
2022-02-01T00:00:00,ARG BPP Kampar Kiri,79
2022-03-01T00:00:00,ARG BPP Kampar Kiri,79
2022-04-01T00:00:00,ARG BPP Kampar Kiri,70
2022-05-01T00:00:00,ARG BPP Kampar Kiri,71
2022-06-01T00:00:00,ARG BPP Kampar Kiri,73
2022-07-01T00:00:00,ARG BPP Kampar Kiri,55
2022-08-01T00:00:00,ARG BPP Kampar Kiri,36
2022-09-01T00:00:00,ARG BPP Kampar Kiri,58
2022-10-01T00:00:00,ARG BPP Kampar Kiri,59
2022-11-01T00:00:00,ARG BPP Kampar Kiri,36
2022-12-01T00:00:00,ARG BPP Kampar Kiri,32
2023-01-01T00:00:00,ARG BPP Kampar Kiri,32
2023-02-01T00:00:00,ARG BPP Kampar Kiri,18
2023-03-01T00:00:00,ARG BPP Kampar Kiri,33
2023-04-01T00:00:00,ARG BPP Kampar Kiri,39
2023-05-01T00:00:00,ARG BPP Kampar Kiri,53
2023-06-01T00:00:00,ARG BPP Kampar Kiri,55
2023-07-01T00:00:00,ARG BPP Kampar Kiri,52
2023-08-01T00:00:00,ARG BPP Kampar Kiri,51
2023-09-01T00:00:00,ARG BPP Kampar Kiri,52
2023-10-01T00:00:00,ARG BPP Kampar Kiri,53
2023-11-01T00:00:00,ARG BPP Kampar Kiri,55
2023-12-01T00:00:00,ARG BPP Kampar Kiri,81
2024-01-01T00:00:00,ARG BPP Kampar Kiri,90
2024-02-01T00:00:00,ARG BPP Kampar Kiri,97
2024-03-01T00:00:00,ARG BPP Kampar Kiri,98
2024-04-01T00:00:00,ARG BPP Kampar Kiri,97
2024-05-01T00:00:00,ARG BPP Kampar Kiri,99
2024-06-01T00:00:00,ARG BPP Kampar Kiri,99
2024-07-01T00:00:00,ARG BPP Kampar Kiri,99
2024-08-01T00:00:00,ARG BPP Kampar Kiri,98
2024-09-01T00:00:00,ARG BPP Kampar Kiri,9
2024-10-01T00:00:00,ARG BPP Kampar Kiri,97
2024-11-01T00:00:00,ARG BPP Kampar Kiri,100
2024-12-01T00:00:00,ARG BPP Kampar Kiri,100
2025-01-01T00:00:00,ARG BPP Kampar Kiri,100
2025-02-01T00:00:00,ARG BPP Kampar Kiri,99
2025-03-01T00:00:00,ARG BPP Kampar Kiri,99
2025-04-01T00:00:00,ARG BPP Kampar Kiri,99
2025-05-01T00:00:00,ARG BPP Kampar Kiri,100
2025-06-01T00:00:00,ARG BPP Kampar Kiri,100
2025-07-01T00:00:00,ARG BPP Kampar Kiri,100
2025-08-01T00:00:00,ARG BPP Kampar Kiri,100
2025-09-01T00:00:00,ARG BPP Kampar Kiri,100
2025-10-01T00:00:00,ARG BPP Kampar Kiri,100
2025-11-01T00:00:00,ARG BPP Kampar Kiri,0
2025-12-01T00:00:00,ARG BPP Kampar Kiri,0
2026-01-01T00:00:00,ARG BPP Kampar Kiri,0
2021-02-01T00:00:00,AWS Pekan Arba Indragiri Hilir,82
2021-03-01T00:00:00,AWS Pekan Arba Indragiri Hilir,80
2021-04-01T00:00:00,AWS Pekan Arba Indragiri Hilir,75
2021-05-01T00:00:00,AWS Pekan Arba Indragiri Hilir,72
2021-06-01T00:00:00,AWS Pekan Arba Indragiri Hilir,79
2021-07-01T00:00:00,AWS Pekan Arba Indragiri Hilir,64
2021-08-01T00:00:00,AWS Pekan Arba Indragiri Hilir,40
2021-09-01T00:00:00,AWS Pekan Arba Indragiri Hilir,9
2021-10-01T00:00:00,AWS Pekan Arba Indragiri Hilir,2
2021-11-01T00:00:00,AWS Pekan Arba Indragiri Hilir,0
2021-12-01T00:00:00,AWS Pekan Arba Indragiri Hilir,6
2022-01-01T00:00:00,AWS Pekan Arba Indragiri Hilir,0
2022-02-01T00:00:00,AWS Pekan Arba Indragiri Hilir,0
2022-03-01T00:00:00,AWS Pekan Arba Indragiri Hilir,0
2022-04-01T00:00:00,AWS Pekan Arba Indragiri Hilir,0
2022-05-01T00:00:00,AWS Pekan Arba Indragiri Hilir,0
2022-06-01T00:00:00,AWS Pekan Arba Indragiri Hilir,1
2022-07-01T00:00:00,AWS Pekan Arba Indragiri Hilir,1
2022-08-01T00:00:00,AWS Pekan Arba Indragiri Hilir,1
2022-09-01T00:00:00,AWS Pekan Arba Indragiri Hilir,44
2022-10-01T00:00:00,AWS Pekan Arba Indragiri Hilir,21
2022-11-01T00:00:00,AWS Pekan Arba Indragiri Hilir,92
2022-12-01T00:00:00,AWS Pekan Arba Indragiri Hilir,98
2023-01-01T00:00:00,AWS Pekan Arba Indragiri Hilir,99
2023-02-01T00:00:00,AWS Pekan Arba Indragiri Hilir,76
2023-03-01T00:00:00,AWS Pekan Arba Indragiri Hilir,47
2023-04-01T00:00:00,AWS Pekan Arba Indragiri Hilir,100
2023-05-01T00:00:00,AWS Pekan Arba Indragiri Hilir,97
2023-06-01T00:00:00,AWS Pekan Arba Indragiri Hilir,98
2023-07-01T00:00:00,AWS Pekan Arba Indragiri Hilir,97
2023-08-01T00:00:00,AWS Pekan Arba Indragiri Hilir,93
2023-09-01T00:00:00,AWS Pekan Arba Indragiri Hilir,32
2023-10-01T00:00:00,AWS Pekan Arba Indragiri Hilir,98
2023-11-01T00:00:00,AWS Pekan Arba Indragiri Hilir,98
2023-12-01T00:00:00,AWS Pekan Arba Indragiri Hilir,92
2024-01-01T00:00:00,AWS Pekan Arba Indragiri Hilir,92
2024-02-01T00:00:00,AWS Pekan Arba Indragiri Hilir,99
2024-03-01T00:00:00,AWS Pekan Arba Indragiri Hilir,97
2024-04-01T00:00:00,AWS Pekan Arba Indragiri Hilir,99
2024-05-01T00:00:00,AWS Pekan Arba Indragiri Hilir,99
2024-06-01T00:00:00,AWS Pekan Arba Indragiri Hilir,100
2024-07-01T00:00:00,AWS Pekan Arba Indragiri Hilir,100
2024-08-01T00:00:00,AWS Pekan Arba Indragiri Hilir,96
2024-09-01T00:00:00,AWS Pekan Arba Indragiri Hilir,97
2024-10-01T00:00:00,AWS Pekan Arba Indragiri Hilir,93
2024-11-01T00:00:00,AWS Pekan Arba Indragiri Hilir,94
2024-12-01T00:00:00,AWS Pekan Arba Indragiri Hilir,94
2025-01-01T00:00:00,AWS Pekan Arba Indragiri Hilir,92
2025-02-01T00:00:00,AWS Pekan Arba Indragiri Hilir,96
2025-03-01T00:00:00,AWS Pekan Arba Indragiri Hilir,87
2025-04-01T00:00:00,AWS Pekan Arba Indragiri Hilir,63
2025-05-01T00:00:00,AWS Pekan Arba Indragiri Hilir,93
2025-06-01T00:00:00,AWS Pekan Arba Indragiri Hilir,56
2025-07-01T00:00:00,AWS Pekan Arba Indragiri Hilir,83
2025-08-01T00:00:00,AWS Pekan Arba Indragiri Hilir,85
2025-09-01T00:00:00,AWS Pekan Arba Indragiri Hilir,90
2025-10-01T00:00:00,AWS Pekan Arba Indragiri Hilir,92
2025-11-01T00:00:00,AWS Pekan Arba Indragiri Hilir,0
2025-12-01T00:00:00,AWS Pekan Arba Indragiri Hilir,0
2026-01-01T00:00:00,AWS Pekan Arba Indragiri Hilir,0
2021-02-01T00:00:00,AWS Digi Stamet Pekanbaru,100
2021-03-01T00:00:00,AWS Digi Stamet Pekanbaru,86
2021-04-01T00:00:00,AWS Digi Stamet Pekanbaru,75
2021-05-01T00:00:00,AWS Digi Stamet Pekanbaru,36
2021-06-01T00:00:00,AWS Digi Stamet Pekanbaru,94
2021-07-01T00:00:00,AWS Digi Stamet Pekanbaru,83
2021-08-01T00:00:00,AWS Digi Stamet Pekanbaru,80
2021-09-01T00:00:00,AWS Digi Stamet Pekanbaru,86
2021-10-01T00:00:00,AWS Digi Stamet Pekanbaru,91
2021-11-01T00:00:00,AWS Digi Stamet Pekanbaru,82
2021-12-01T00:00:00,AWS Digi Stamet Pekanbaru,52
2022-01-01T00:00:00,AWS Digi Stamet Pekanbaru,54
2022-02-01T00:00:00,AWS Digi Stamet Pekanbaru,54
2022-03-01T00:00:00,AWS Digi Stamet Pekanbaru,82
2022-04-01T00:00:00,AWS Digi Stamet Pekanbaru,69
2022-05-01T00:00:00,AWS Digi Stamet Pekanbaru,82
2022-06-01T00:00:00,AWS Digi Stamet Pekanbaru,77
2022-07-01T00:00:00,AWS Digi Stamet Pekanbaru,95
2022-08-01T00:00:00,AWS Digi Stamet Pekanbaru,98
2022-09-01T00:00:00,AWS Digi Stamet Pekanbaru,99
2022-10-01T00:00:00,AWS Digi Stamet Pekanbaru,91
2022-11-01T00:00:00,AWS Digi Stamet Pekanbaru,98
2022-12-01T00:00:00,AWS Digi Stamet Pekanbaru,99
2023-01-01T00:00:00,AWS Digi Stamet Pekanbaru,98
2023-02-01T00:00:00,AWS Digi Stamet Pekanbaru,99
2023-03-01T00:00:00,AWS Digi Stamet Pekanbaru,93
2023-04-01T00:00:00,AWS Digi Stamet Pekanbaru,100
2023-05-01T00:00:00,AWS Digi Stamet Pekanbaru,100
2023-06-01T00:00:00,AWS Digi Stamet Pekanbaru,96
2023-07-01T00:00:00,AWS Digi Stamet Pekanbaru,99
2023-08-01T00:00:00,AWS Digi Stamet Pekanbaru,96
2023-09-01T00:00:00,AWS Digi Stamet Pekanbaru,100
2023-10-01T00:00:00,AWS Digi Stamet Pekanbaru,99
2023-11-01T00:00:00,AWS Digi Stamet Pekanbaru,100
2023-12-01T00:00:00,AWS Digi Stamet Pekanbaru,100
2024-01-01T00:00:00,AWS Digi Stamet Pekanbaru,94
2024-02-01T00:00:00,AWS Digi Stamet Pekanbaru,100
2024-03-01T00:00:00,AWS Digi Stamet Pekanbaru,99
2024-04-01T00:00:00,AWS Digi Stamet Pekanbaru,100
2024-05-01T00:00:00,AWS Digi Stamet Pekanbaru,96
2024-06-01T00:00:00,AWS Digi Stamet Pekanbaru,96
2024-07-01T00:00:00,AWS Digi Stamet Pekanbaru,98
2024-08-01T00:00:00,AWS Digi Stamet Pekanbaru,95
2024-09-01T00:00:00,AWS Digi Stamet Pekanbaru,100
2024-10-01T00:00:00,AWS Digi Stamet Pekanbaru,96
2024-11-01T00:00:00,AWS Digi Stamet Pekanbaru,100
2024-12-01T00:00:00,AWS Digi Stamet Pekanbaru,100
2025-01-01T00:00:00,AWS Digi Stamet Pekanbaru,95
2025-02-01T00:00:00,AWS Digi Stamet Pekanbaru,100
2025-03-01T00:00:00,AWS Digi Stamet Pekanbaru,98
2025-04-01T00:00:00,AWS Digi Stamet Pekanbaru,100
2025-05-01T00:00:00,AWS Digi Stamet Pekanbaru,100
2025-06-01T00:00:00,AWS Digi Stamet Pekanbaru,93
2025-07-01T00:00:00,AWS Digi Stamet Pekanbaru,100
2025-08-01T00:00:00,AWS Digi Stamet Pekanbaru,100
2025-09-01T00:00:00,AWS Digi Stamet Pekanbaru,100
2025-10-01T00:00:00,AWS Digi Stamet Pekanbaru,100
2025-11-01T00:00:00,AWS Digi Stamet Pekanbaru,0
2025-12-01T00:00:00,AWS Digi Stamet Pekanbaru,0
2026-01-01T00:00:00,AWS Digi Stamet Pekanbaru,0
2021-02-01T00:00:00,AWS Mesonetwork Rokan Hulu,0
2021-03-01T00:00:00,AWS Mesonetwork Rokan Hulu,0
2021-04-01T00:00:00,AWS Mesonetwork Rokan Hulu,0
2021-05-01T00:00:00,AWS Mesonetwork Rokan Hulu,0
2021-06-01T00:00:00,AWS Mesonetwork Rokan Hulu,0
2021-07-01T00:00:00,AWS Mesonetwork Rokan Hulu,0
2021-08-01T00:00:00,AWS Mesonetwork Rokan Hulu,0
2021-09-01T00:00:00,AWS Mesonetwork Rokan Hulu,0
2021-10-01T00:00:00,AWS Mesonetwork Rokan Hulu,0
2021-11-01T00:00:00,AWS Mesonetwork Rokan Hulu,0
2021-12-01T00:00:00,AWS Mesonetwork Rokan Hulu,0
2022-01-01T00:00:00,AWS Mesonetwork Rokan Hulu,0
2022-02-01T00:00:00,AWS Mesonetwork Rokan Hulu,0
2022-03-01T00:00:00,AWS Mesonetwork Rokan Hulu,0
2022-04-01T00:00:00,AWS Mesonetwork Rokan Hulu,0
2022-05-01T00:00:00,AWS Mesonetwork Rokan Hulu,0
2022-06-01T00:00:00,AWS Mesonetwork Rokan Hulu,0
2022-07-01T00:00:00,AWS Mesonetwork Rokan Hulu,0
2022-08-01T00:00:00,AWS Mesonetwork Rokan Hulu,0
2022-09-01T00:00:00,AWS Mesonetwork Rokan Hulu,0
2022-10-01T00:00:00,AWS Mesonetwork Rokan Hulu,0
2022-11-01T00:00:00,AWS Mesonetwork Rokan Hulu,0
2022-12-01T00:00:00,AWS Mesonetwork Rokan Hulu,0
2023-01-01T00:00:00,AWS Mesonetwork Rokan Hulu,0
2023-02-01T00:00:00,AWS Mesonetwork Rokan Hulu,0
2023-03-01T00:00:00,AWS Mesonetwork Rokan Hulu,0
2023-04-01T00:00:00,AWS Mesonetwork Rokan Hulu,0
2023-05-01T00:00:00,AWS Mesonetwork Rokan Hulu,0
2023-06-01T00:00:00,AWS Mesonetwork Rokan Hulu,0
2023-07-01T00:00:00,AWS Mesonetwork Rokan Hulu,0
2023-08-01T00:00:00,AWS Mesonetwork Rokan Hulu,0
2023-09-01T00:00:00,AWS Mesonetwork Rokan Hulu,149
2023-10-01T00:00:00,AWS Mesonetwork Rokan Hulu,307
2023-11-01T00:00:00,AWS Mesonetwork Rokan Hulu,999
2023-12-01T00:00:00,AWS Mesonetwork Rokan Hulu,987
2024-01-01T00:00:00,AWS Mesonetwork Rokan Hulu,962
2024-02-01T00:00:00,AWS Mesonetwork Rokan Hulu,998
2024-03-01T00:00:00,AWS Mesonetwork Rokan Hulu,996
2024-04-01T00:00:00,AWS Mesonetwork Rokan Hulu,681
2024-05-01T00:00:00,AWS Mesonetwork Rokan Hulu,99
2024-06-01T00:00:00,AWS Mesonetwork Rokan Hulu,99
2024-07-01T00:00:00,AWS Mesonetwork Rokan Hulu,99
2024-08-01T00:00:00,AWS Mesonetwork Rokan Hulu,99
2024-09-01T00:00:00,AWS Mesonetwork Rokan Hulu,98
2024-10-01T00:00:00,AWS Mesonetwork Rokan Hulu,48
