date,site,value
2024-06-01T00:00:00,Soil Moisture Stasiun Klimatologi Riau,96
2024-07-01T00:00:00,Soil Moisture Stasiun Klimatologi Riau,69
2024-08-01T00:00:00,Soil Moisture Stasiun Klimatologi Riau,87
2024-09-01T00:00:00,Soil Moisture Stasiun Klimatologi Riau,81
2024-10-01T00:00:00,Soil Moisture Stasiun Klimatologi Riau,81
2024-11-01T00:00:00,Soil Moisture Stasiun Klimatologi Riau,84
2024-12-01T00:00:00,Soil Moisture Stasiun Klimatologi Riau,97
2025-01-01T00:00:00,Soil Moisture Stasiun Klimatologi Riau,85
2025-02-01T00:00:00,Soil Moisture Stasiun Klimatologi Riau,96
2025-03-01T00:00:00,Soil Moisture Stasiun Klimatologi Riau,89
2025-04-01T00:00:00,Soil Moisture Stasiun Klimatologi Riau,93
2025-05-01T00:00:00,Soil Moisture Stasiun Klimatologi Riau,97
2025-06-01T00:00:00,Soil Moisture Stasiun Klimatologi Riau,83
2025-07-01T00:00:00,Soil Moisture Stasiun Klimatologi Riau,70
2025-08-01T00:00:00,Soil Moisture Stasiun Klimatologi Riau,83
2025-09-01T00:00:00,Soil Moisture Stasiun Klimatologi Riau,96
2025-10-01T00:00:00,Soil Moisture Stasiun Klimatologi Riau,99
2025-11-01T00:00:00,Soil Moisture Stasiun Klimatologi Riau,0
2025-12-01T00:00:00,Soil Moisture Stasiun Klimatologi Riau,0
2026-01-01T00:00:00,Soil Moisture Stasiun Klimatologi Riau,0
2021-02-01T00:00:00,Iklim Mikro Stasiun Klimatologi Riau,75
2021-03-01T00:00:00,Iklim Mikro Stasiun Klimatologi Riau,80
2021-04-01T00:00:00,Iklim Mikro Stasiun Klimatologi Riau,51
2021-05-01T00:00:00,Iklim Mikro Stasiun Klimatologi Riau,55
2021-06-01T00:00:00,Iklim Mikro Stasiun Klimatologi Riau,59
2021-07-01T00:00:00,Iklim Mikro Stasiun Klimatologi Riau,45
2021-08-01T00:00:00,Iklim Mikro Stasiun Klimatologi Riau,45
2021-09-01T00:00:00,Iklim Mikro Stasiun Klimatologi Riau,71
2021-10-01T00:00:00,Iklim Mikro Stasiun Klimatologi Riau,65
2021-11-01T00:00:00,Iklim Mikro Stasiun Klimatologi Riau,19
2021-12-01T00:00:00,Iklim Mikro Stasiun Klimatologi Riau,3
2022-01-01T00:00:00,Iklim Mikro Stasiun Klimatologi Riau,70
2022-02-01T00:00:00,Iklim Mikro Stasiun Klimatologi Riau,84
2022-03-01T00:00:00,Iklim Mikro Stasiun Klimatologi Riau,69
2022-04-01T00:00:00,Iklim Mikro Stasiun Klimatologi Riau,52
2022-05-01T00:00:00,Iklim Mikro Stasiun Klimatologi Riau,52
2022-06-01T00:00:00,Iklim Mikro Stasiun Klimatologi Riau,46
2022-07-01T00:00:00,Iklim Mikro Stasiun Klimatologi Riau,52
2022-08-01T00:00:00,Iklim Mikro Stasiun Klimatologi Riau,63
2022-09-01T00:00:00,Iklim Mikro Stasiun Klimatologi Riau,47
2022-10-01T00:00:00,Iklim Mikro Stasiun Klimatologi Riau,46
2022-11-01T00:00:00,Iklim Mikro Stasiun Klimatologi Riau,66
2022-12-01T00:00:00,Iklim Mikro Stasiun Klimatologi Riau,87
2023-01-01T00:00:00,Iklim Mikro Stasiun Klimatologi Riau,66
2023-02-01T00:00:00,Iklim Mikro Stasiun Klimatologi Riau,65
2023-03-01T00:00:00,Iklim Mikro Stasiun Klimatologi Riau,79
2023-04-01T00:00:00,Iklim Mikro Stasiun Klimatologi Riau,82
2023-05-01T00:00:00,Iklim Mikro Stasiun Klimatologi Riau,67
2023-06-01T00:00:00,Iklim Mikro Stasiun Klimatologi Riau,92
2023-07-01T00:00:00,Iklim Mikro Stasiun Klimatologi Riau,89
2023-08-01T00:00:00,Iklim Mikro Stasiun Klimatologi Riau,97
2023-09-01T00:00:00,Iklim Mikro Stasiun Klimatologi Riau,97
2023-10-01T00:00:00,Iklim Mikro Stasiun Klimatologi Riau,97
2023-11-01T00:00:00,Iklim Mikro Stasiun Klimatologi Riau,85
2023-12-01T00:00:00,Iklim Mikro Stasiun Klimatologi Riau,83
2024-01-01T00:00:00,Iklim Mikro Stasiun Klimatologi Riau,69
2024-02-01T00:00:00,Iklim Mikro Stasiun Klimatologi Riau,89
2024-03-01T00:00:00,Iklim Mikro Stasiun Klimatologi Riau,82
2024-04-01T00:00:00,Iklim Mikro Stasiun Klimatologi Riau,77
2024-05-01T00:00:00,Iklim Mikro Stasiun Klimatologi Riau,76
2024-06-01T00:00:00,Iklim Mikro Stasiun Klimatologi Riau,85
2024-07-01T00:00:00,Iklim Mikro Stasiun Klimatologi Riau,59
2024-08-01T00:00:00,Iklim Mikro Stasiun Klimatologi Riau,85
2024-09-01T00:00:00,Iklim Mikro Stasiun Klimatologi Riau,88
2024-10-01T00:00:00,Iklim Mikro Stasiun Klimatologi Riau,90
2024-11-01T00:00:00,Iklim Mikro Stasiun Klimatologi Riau,91
2024-12-01T00:00:00,Iklim Mikro Stasiun Klimatologi Riau,99
2025-01-01T00:00:00,Iklim Mikro Stasiun Klimatologi Riau,95
2025-02-01T00:00:00,Iklim Mikro Stasiun Klimatologi Riau,100
2025-03-01T00:00:00,Iklim Mikro Stasiun Klimatologi Riau,82
2025-04-01T00:00:00,Iklim Mikro Stasiun Klimatologi Riau,87
2025-05-01T00:00:00,Iklim Mikro Stasiun Klimatologi Riau,92
2025-06-01T00:00:00,Iklim Mikro Stasiun Klimatologi Riau,94
2025-07-01T00:00:00,Iklim Mikro Stasiun Klimatologi Riau,93
2025-08-01T00:00:00,Iklim Mikro Stasiun Klimatologi Riau,93
2025-09-01T00:00:00,Iklim Mikro Stasiun Klimatologi Riau,97
2025-10-01T00:00:00,Iklim Mikro Stasiun Klimatologi Riau,99
2025-11-01T00:00:00,Iklim Mikro Stasiun Klimatologi Riau,0
2025-12-01T00:00:00,Iklim Mikro Stasiun Klimatologi Riau,0
2026-01-01T00:00:00,Iklim Mikro Stasiun Klimatologi Riau,0

